file,token,time,sequence,sample,amplitude
01-breathy,1,0.1708749778447148,0,0,0.26342045300113237
01-breathy,1,0.1708749778447148,0,0.022723734511844187,0.3146443986062078
01-breathy,1,0.1708749778447148,0,0.045447469023688375,0.3555673168225582
01-breathy,1,0.1708749778447148,0,0.06817120353553256,0.3929003163998562
01-breathy,1,0.1708749778447148,0,0.09089493804737675,0.4093729040328105
01-breathy,1,0.1708749778447148,0,0.11361867255922094,0.42670397924984504
01-breathy,1,0.1708749778447148,0,0.13634240707106512,0.4407937150585197
01-breathy,1,0.1708749778447148,0,0.1590661415829093,0.45355795793518594
01-breathy,1,0.1708749778447148,0,0.1817898760947535,0.46201911929036765
01-breathy,1,0.1708749778447148,0,0.20451361060659767,0.4614768108681901
01-breathy,1,0.1708749778447148,0,0.22723734511844187,0.4610694694820265
01-breathy,1,0.1708749778447148,0,0.24996107963028605,0.46868050315039217
01-breathy,1,0.1708749778447148,0,0.27268481414213025,0.4608874790937373
01-breathy,1,0.1708749778447148,0,0.2954085486539744,0.47240851035115666
01-breathy,1,0.1708749778447148,0,0.3181322831658186,0.4755585465211524
01-breathy,1,0.1708749778447148,0,0.3408560176776628,0.4781766623129656
01-breathy,1,0.1708749778447148,0,0.363579752189507,0.48710344461887656
01-breathy,1,0.1708749778447148,0,0.3863034867013512,0.4732998678727455
01-breathy,1,0.1708749778447148,0,0.40902722121319535,0.46653146497105896
01-breathy,1,0.1708749778447148,0,0.4317509557250396,0.4603154852107161
01-breathy,1,0.1708749778447148,0,0.45447469023688375,0.462813407734007
01-breathy,1,0.1708749778447148,0,0.4771984247487279,0.6893663507569195
01-breathy,1,0.1708749778447148,0,0.4999221592605721,0.9153855316234928
01-breathy,1,0.1708749778447148,0,0.5226458937724163,0.9987373215362921
01-breathy,1,0.1708749778447148,0,0.5453696282842605,0.9538241494399601
01-breathy,1,0.1708749778447148,0,0.5680933627961047,0.8493226868796226
01-breathy,1,0.1708749778447148,0,0.5908170973079488,0.7148363007005035
01-breathy,1,0.1708749778447148,0,0.613540831819793,0.5890244705647769
01-breathy,1,0.1708749778447148,0,0.6362645663316372,0.474472500635889
01-breathy,1,0.1708749778447148,0,0.6589883008434815,0.389781166837144
01-breathy,1,0.1708749778447148,0,0.6817120353553257,0.2992093215059585
01-breathy,1,0.1708749778447148,0,0.7044357698671698,0.2321399754000734
01-breathy,1,0.1708749778447148,0,0.727159504379014,0.17278342255861381
01-breathy,1,0.1708749778447148,0,0.7498832388908582,0.12824662324374989
01-breathy,1,0.1708749778447148,0,0.7726069734027023,0.08292344231899625
01-breathy,1,0.1708749778447148,0,0.7953307079145465,0.04083195320154593
01-breathy,1,0.1708749778447148,0,0.8180544424263907,0.004520429353822883
01-breathy,1,0.1708749778447148,0,0.840778176938235,0.0005861873113382917
01-breathy,1,0.1708749778447148,0,0.8635019114500792,0.01967695760904953
01-breathy,1,0.1708749778447148,0,0.8862256459619233,0.037615619714090304
01-breathy,1,0.1708749778447148,0,0.9089493804737675,0.07177224376379286
01-breathy,1,0.1708749778447148,0,0.9316731149856117,0.06972893403631993
01-breathy,1,0.1708749778447148,0,0.9543968494974558,0.09883379175938607
01-breathy,1,0.1708749778447148,0,0.9771205840093,0.14318254326955232
01-breathy,1,0.1708749778447148,0,0.9998443185211442,0.22302885016989032
01-breathy,1,0.2706637557396161,1,0,0.22490706019642645
01-breathy,1,0.2706637557396161,1,0.02225295487091249,0.2942684273104553
01-breathy,1,0.2706637557396161,1,0.04450590974182498,0.339927493081183
01-breathy,1,0.2706637557396161,1,0.06675886461273747,0.3988577098627522
01-breathy,1,0.2706637557396161,1,0.08901181948364996,0.4076573322757299
01-breathy,1,0.2706637557396161,1,0.11126477435456246,0.4285490888920361
01-breathy,1,0.2706637557396161,1,0.13351772922547495,0.44423751277857276
01-breathy,1,0.2706637557396161,1,0.15577068409638745,0.4458981412313709
01-breathy,1,0.2706637557396161,1,0.17802363896729992,0.4430658333585239
01-breathy,1,0.2706637557396161,1,0.20027659383821242,0.4648333739143387
01-breathy,1,0.2706637557396161,1,0.22252954870912492,0.47528805237094196
01-breathy,1,0.2706637557396161,1,0.2447825035800374,0.4825709628571201
01-breathy,1,0.2706637557396161,1,0.2670354584509499,0.48649938500108997
01-breathy,1,0.2706637557396161,1,0.2892884133218624,0.48034180469405147
01-breathy,1,0.2706637557396161,1,0.3115413681927749,0.4780463627846292
01-breathy,1,0.2706637557396161,1,0.33379432306368734,0.47720367976124495
01-breathy,1,0.2706637557396161,1,0.35604727793459984,0.48924340711366193
01-breathy,1,0.2706637557396161,1,0.37830023280551234,0.4832606685422777
01-breathy,1,0.2706637557396161,1,0.40055318767642484,0.4704214991992187
01-breathy,1,0.2706637557396161,1,0.42280614254733734,0.4623907104620341
01-breathy,1,0.2706637557396161,1,0.44505909741824984,0.45669315097429775
01-breathy,1,0.2706637557396161,1,0.4673120522891623,0.48436996548315414
01-breathy,1,0.2706637557396161,1,0.4895650071600748,0.8074398781527956
01-breathy,1,0.2706637557396161,1,0.5118179620309873,0.9725807903475326
01-breathy,1,0.2706637557396161,1,0.5340709169018998,0.9951639735527993
01-breathy,1,0.2706637557396161,1,0.5563238717728123,0.9006427258167963
01-breathy,1,0.2706637557396161,1,0.5785768266437248,0.7948085828487303
01-breathy,1,0.2706637557396161,1,0.6008297815146373,0.6685500738029353
01-breathy,1,0.2706637557396161,1,0.6230827363855498,0.5468186936636837
01-breathy,1,0.2706637557396161,1,0.6453356912564623,0.44359780356595147
01-breathy,1,0.2706637557396161,1,0.6675886461273747,0.34581748123866507
01-breathy,1,0.2706637557396161,1,0.6898416009982872,0.2733332929294744
01-breathy,1,0.2706637557396161,1,0.7120945558691997,0.21400209408119725
01-breathy,1,0.2706637557396161,1,0.7343475107401122,0.16483709690269605
01-breathy,1,0.2706637557396161,1,0.7566004656110247,0.10614954873076128
01-breathy,1,0.2706637557396161,1,0.7788534204819372,0.07397139398425288
01-breathy,1,0.2706637557396161,1,0.8011063753528497,0.03650297963269397
01-breathy,1,0.2706637557396161,1,0.8233593302237622,0.01103295369722785
01-breathy,1,0.2706637557396161,1,0.8456122850946747,0.004318750421093022
01-breathy,1,0.2706637557396161,1,0.8678652399655872,0.013363037181039965
01-breathy,1,0.2706637557396161,1,0.8901181948364997,0.04816550542780651
01-breathy,1,0.2706637557396161,1,0.9123711497074122,0.0859396708540621
01-breathy,1,0.2706637557396161,1,0.9346241045783246,0.09919278027602643
01-breathy,1,0.2706637557396161,1,0.9568770594492371,0.12373255425963182
01-breathy,1,0.2706637557396161,1,0.9791300143201496,0.18691266500327383
01-breathy,1,0.372563647655055,2,0,0.25965422961024165
01-breathy,1,0.372563647655055,2,0.02262782147289674,0.31794072147793206
01-breathy,1,0.372563647655055,2,0.04525564294579348,0.34352166369195536
01-breathy,1,0.372563647655055,2,0.06788346441869023,0.38731492498577474
01-breathy,1,0.372563647655055,2,0.09051128589158695,0.4250750033128371
01-breathy,1,0.372563647655055,2,0.1131391073644837,0.44676747830099733
01-breathy,1,0.372563647655055,2,0.13576692883738045,0.4642274075649338
01-breathy,1,0.372563647655055,2,0.1583947503102772,0.47840410732795113
01-breathy,1,0.372563647655055,2,0.1810225717831739,0.476510665495749
01-breathy,1,0.372563647655055,2,0.20365039325607065,0.4797737256536041
01-breathy,1,0.372563647655055,2,0.2262782147289674,0.4801607234974523
01-breathy,1,0.372563647655055,2,0.24890603620186413,0.4970276760878434
01-breathy,1,0.372563647655055,2,0.2715338576747609,0.4883543234250914
01-breathy,1,0.372563647655055,2,0.2941616791476576,0.48976216142081885
01-breathy,1,0.372563647655055,2,0.3167895006205544,0.4923701633972822
01-breathy,1,0.372563647655055,2,0.3394173220934511,0.48522419725993793
01-breathy,1,0.372563647655055,2,0.3620451435663478,0.4793946996282588
01-breathy,1,0.372563647655055,2,0.3846729650392446,0.47626836094204195
01-breathy,1,0.372563647655055,2,0.4073007865121413,0.4746355292789738
01-breathy,1,0.372563647655055,2,0.42992860798503807,0.4765080212363617
